DailyStudyHours,ClassAttendance,PreviousYearGPA,SleepDuration,PartTimeWorkHours,SocialMediaUsage,CampusFacilityRating,PreferredStudyTemperature,FinalExamScore
9.914046725456604,72.57894197897335,7.638399354168172,9.159222252336766,0.0,2.413278229044019,2.9231871939709895,19.474125928854917,109.3773096945273
13.425158077323431,78.39056862597187,6.934371703115628,7.271640961634272,11.39139675027529,,3.9965893697687087,,100.55467483687889
9.589607366605957,94.10013272603888,7.276084791772959,7.663797823173045,3.944806265769648,3.4067422613298888,3.8953104330381,16.0,104.69831325047389
7.378040754909398,92.87920355948738,8.923444093439322,9.001562481589975,0.4427522117755647,1.291916578478867,3.942862672564728,24.13158423636,113.79223231748836
6.756338586271211,100.0,8.33923385659927,9.04760135624825,10.575555227459487,2.811060222545915,3.5976121601538074,20.796033893111733,101.15870339863037
8.008721504202043,84.16571099914928,8.007935679943479,6.540193933154588,14.059756280683583,1.514035946218315,3.820659510661618,24.283556740703546,94.66422914094363
6.263241001867871,78.55148987231372,8.136005365582111,7.667154140281081,13.77938997508371,1.4364613935128645,4.141617747822202,19.53677976526281,79.57695199560449
7.5326455165250605,78.64748644680655,8.123332426158843,7.412959985306614,8.633901105873475,,2.3440707130841347,23.851100331193795,99.21889013321397
9.177790641016168,95.67686643887103,9.046068668935591,7.8824291206075525,9.71309380209861,1.6121317396416028,4.107329807366207,,105.99184261306951
13.339040103304448,93.00140928564734,9.02939728455458,8.066639555736176,11.40258322547969,1.8311578574385785,3.374800493709868,23.13365468110843,117.82912875081084
8.819351277890833,84.88064630487193,8.992961334380784,9.777508263959291,17.03975715802117,0.0,,23.47182884084875,98.51632619651616
8.284784438434263,82.29906298845452,8.705934341664362,7.677081707778129,12.625694927939882,,,,104.22413366918599
9.665380218095013,87.84175593919684,9.390989222512996,9.26129266238755,13.022289792165715,0.0,2.9362090056234433,23.20880090607999,103.72280777256412
12.985422811886945,74.54873255938637,9.423172333390553,7.780987446509348,10.833188782228932,,,,112.65735921771218
5.566170542816129,80.92448631125771,8.883146880004412,5.262330182277334,5.26008408643776,3.5359712438946103,3.2564239976376044,23.207395181827753,107.79784442172448
8.749617340977565,89.16089659752699,6.362209550143085,9.212263821067372,3.1665838269668534,,4.032090251250879,18.623274538162622,104.23765014898143
7.408960574061306,80.02690935012524,6.398145749111575,7.286827421257757,28.965848438114055,0.03349413460559436,,24.970941268047618,72.32400553250304
8.40396224875226,92.65005828048369,7.758558856540825,,8.061528518074185,1.6064669879239464,3.141023540638407,,97.14844910729445
9.206079862464653,100.0,7.163742583261019,,5.901399637216992,1.4344475181014966,2.4071910207096927,22.95299118962337,113.22936293929544
8.417450463263446,81.68572165162594,7.9195985200124435,8.250737119520677,11.030155781109062,2.0925003612836535,2.8603653305060988,24.064929179680988,102.82344033802156
6.878519032759513,91.57781512380986,6.8886202338253,7.974586752972626,9.782904417562424,,4.36361060650514,20.450523592365556,96.79371181585574
6.2307687747252505,69.88041337706704,7.6330153432987915,7.2125265783154155,5.092799803122491,1.2094020881062206,,,90.72120816137146
9.101631274268488,66.77471135886407,8.584198999667802,5.912394973904793,5.8051275588240205,2.4191483971558188,3.631691271710092,17.89466989389875,94.35729683900428
11.04893380568389,82.05802541791462,7.364791116197656,8.50224793882133,2.762449940460508,3.4390893281580075,2.9417755859536445,,104.63968544606325
11.456176451576049,93.54476404570342,9.126433955330983,8.226454526565256,14.552562878390068,4.0365389691080225,,,104.83362107866824
9.455456735976497,76.1086932361903,6.087688777580443,10.0,7.682966614216403,3.6955530248788664,2.6468666740225655,23.95171714471204,94.28026672919827
10.54011362483445,71.8974079556397,7.722799790307915,7.376712077607303,2.5109009719944444,0.5580660598706151,2.457378726066284,24.326625615364144,107.70085544842418
10.399607759677462,74.99828330419813,9.576029094663935,7.694125105602342,11.183594597806405,4.327477920620314,,,110.47105759643003
7.366253645533558,91.85146067876629,7.789590386224582,7.948004447247357,20.699367912681467,2.384970568314895,3.0730869029021046,22.59945676258638,92.41256551257382
10.489458211105411,87.80988329766744,8.818095578071565,8.249442555915188,12.75174668401634,2.192202620165658,2.8795402681210964,23.521996801750237,105.55047058497667
7.027222730749196,99.6978996349533,8.138536402996488,7.829717197239905,14.737666064800113,3.2583088740419415,3.343302105545072,22.50956421903793,85.00079718578215
8.681116576223303,88.83424388684618,8.466971721882244,,11.677064457504779,,,24.88719283194046,95.29549695944223
4.594911988545538,66.28978732661173,9.580970521741627,,12.297109584713258,,4.3527228748282685,,89.2308362224072
7.729668523306385,64.96874843765498,8.563728990856807,7.618676986153571,10.718738233593129,,,22.38807468490864,94.30918450350255
12.75992105030188,83.19319541136704,8.64908789198324,5.691917168551593,11.971399023526555,1.5637130115622369,2.7472986986494847,28.0,115.96114146255258
8.77544142142327,92.19860561314431,8.624420199519731,8.318000297790414,15.81069167335147,1.5908561008961875,,23.635253428522184,102.5953389861636
8.463185474750901,90.00095348251901,7.663318287174047,5.677436985423996,8.112437263215016,,3.7945905034703467,,91.3627240302354
9.167590005956873,86.37749148902644,8.457657391152859,8.48232612799056,10.807865877368718,1.7250308711195221,,20.70144231626365,100.68320365406939
10.374036327614164,100.0,8.849213854445521,8.646998545929213,20.901729265330005,,2.914839626930851,25.027228110438042,100.99166461752512
11.975531959359227,92.97972885967239,7.964843267854815,7.313991793071878,2.3081562405835507,2.215769296845347,3.208217080473393,23.541631052265522,114.850901073953
11.363875938625064,85.39405972262179,7.955954067449795,8.673425168615452,8.679864375438866,0.30711607010367015,4.1258837424090835,24.159995071869524,117.14904550364997
9.193695904141649,89.48154983290573,8.268880667751743,7.802565572086939,6.270588321813908,2.1518985467270317,3.5170831571291563,,107.78112982001034
9.734934057477481,91.13602294968645,8.784728500771763,7.420271037463252,11.098734916334532,,3.1873844022191533,21.652914761544373,103.33229420344044
5.740805990416849,79.53622496049321,7.832583097896302,5.806641074691924,9.221928766586839,1.9041991382718115,2.32896786308434,,92.82297106013941
8.630906974770346,77.69123910767138,9.075533621915394,7.523769680842479,6.339975180031368,2.4202692418088567,4.55548042398282,,104.68693167158422
10.010890128870496,68.18119716583797,7.295596518872708,6.231751955827165,10.777631969907764,0.0,2.719874568442494,,105.13586163456596
10.138243142401814,89.3769431458738,8.089827382101342,6.2897965230370785,0.0,,,17.77529468277855,125.32160224084389
6.146398857616317,80.72641404440655,9.87714804965036,7.379835934076998,6.14549989326817,,2.3435983588997296,20.96159373565507,108.51311602076196
